id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay,Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status,Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended,satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
231,AA,526,SFO,DFW,3,360,215,0,QZOIAH,Cos,Donnel,Male,29,Indonesia,Weeze Airport,DE,Germany,EU,Europe,2/13/2022,NRN,Tynan Jellico,On Time,Aer Lingus,3,"""they've gone so downhill"" ",1st May 2023,FALSE,"  I use to recommend Are Lingus pre covid they had amazing customer service. After COVID they've gone so downhill that it is insane! I flew with them last summer our flights were an absolute mess! They rearranged our seats without our permission, contacted them and were told it was fixed back took hours but it was fine. Ended up being rearranged again again without our permission again had to call in and were told it was fixed. When we arrived in Dublin for our transfer one of the family members was put on a completely different flight at a completely different time. The staff in Dublin were rude, they said there was nothing they could do at the gate and we'd have to leave the gate and go to the main desk at the office. After waiting for almost 2hrs because two other non-related flights got cancelled and they only had two people working the desk we were told there was nothing they could do and they don't know why one person was switched even though we had our email confirmations and they could see all the previous flights made. I followed up with their customer service team because this was ridiculous after months they offer a mediocre voucher for our experience. It is been 7 months and I've yet to see this voucher. I've called multiple times and each time they say there's an open case but no supervisor is available to address it at the moment and they'll leave a note on the file.",,Family Leisure,Economy Class,Toronto to London via Dublin,Aug-22,4,4,4,1,4,2,3,no,satisfied,Loyal Customer,22,Personal Travel,Eco,1948,0,3,0,3,5,0,5,5,1,3,4,3,2,5,0,0
232,AA,528,LAX,MIA,3,360,280,1,3dVNiZ,Averell,Shellsheere,Male,16,Albania,Moro Airport,PG,Papua New Guinea,OC,Oceania,5/11/2022,MXH,Syman Milham,Cancelled,Aer Lingus,1,"""the online booking is a joke""",27th April 2023,FALSE,"  I am flying in May, but after dealing with the airline I have great doubts about it. First off the online booking is a joke because they do not update their fares so by the time (5 minutes) you try to pay...you are unable to. Then you try to do it via the phone and all you get are non native English speaking ""service reps"", who can not understand you and you can't understand them (FYI I flew as a second office on a regional so I know my diction is good). I am fully expecting the same on the flight.",A330,Solo Leisure,Economy Class,Hartford to Dublin,Apr-23,1,1,,1,,,1,no,satisfied,Loyal Customer,54,Personal Travel,Eco,3358,0,3,0,4,2,0,2,2,3,3,3,2,3,2,0,0
233,AA,548,LAX,ORD,3,360,240,0,AlRBVW,Isador,Darrow,Male,39,Peru,Abingdon Downs Airport,AU,Australia,OC,Oceania,5/03/2022,ABG,Abbot Jupe,On Time,Aer Lingus,9,"""announcement spoken too rapidly"" ",15th April 2023,FALSE,"  Very efficient, friendly. Only comment I would like to make is that the announcements by Cabin Crew were not clear. Each announcement was spoken too rapidly. As if there was a race on.! No sense of style. Just rush, rush, rush. Diction was very difficult to understand, particularly with male cabin crew on London /Shannon. Each word rushed into next. Just could not decipher what was being said. The spoken word can be beautiful, even if it is an instruction. A few seconds to pronounce what one is saying can make a difference I believe. ",,Solo Leisure,Economy Class,London Heathrow to Shannon,Apr-23,5,4,3,5,,,5,yes,satisfied,Loyal Customer,61,Personal Travel,Eco,1870,0,3,0,4,1,3,3,4,4,0,3,2,4,3,0,0
234,AA,552,SFO,MIA,3,360,315,1,ayCPy1,Linnell,Peepall,Female,65,China,Swift Current Airport,CA,Canada,NAM,North America,9/24/2022,YYN,Kelsy Magrannell,Delayed,Aer Lingus,1,"""No value in this airline""",15th April 2023,TRUE,  cAircraft wouldn’t start at Gatwick resulting in a two hour delay and missing my connection to Orlando. I was then rerouted via JFK which was also 2hrs behind getting me into my hotel at 02:30 instead of 9pm. On the return trip from Orlando to Heathrow via Dublin again the flight was 2hrs late resulting in a missed connection again and a late arrival into LHR. I paid extra for legroom and window seating which I lost on two legs. When I asked about the seats they said send an email!! Their check in staff at Orlando spent more time on their cell phones than dealing with customers. Even though the lines were long they didn’t care. No value in this airline at all don’t waste your money.,A321,Business,Economy Class,Gatwick to Orlando via Dublin,Apr-23,1,5,1,1,1,,1,no,satisfied,Loyal Customer,54,Personal Travel,Eco,1858,0,3,0,4,5,4,1,5,5,0,5,5,5,3,64,50
235,AA,654,PHX,DFW,3,360,130,0,BcxpgW,Jedidiah,Gercken,Male,19,Venezuela,Friedman Memorial Airport,US,United States,NAM,North America,2/26/2022,SUN,Linc McParlin,Delayed,Aer Lingus,1,"""Absolutely shocking service""",9th April 2023,TRUE," Absolutely shocking service. If I ran my company the way they did, I’d be out of business. Our flight was due to leave at 18.05, they waited until 18.25 to say the flight was cancelled and couldn’t get us on another flight until the following day. We were then told to head back to baggage collection to collect our cases, and proceed to check-in to arrange the hotel. This would have been straightforward if they hadn’t made us wait 2.5 hours to get our bags back. We then had to make our way to the hotel, most of that was guess work, only to find out our so called food voucher wasn’t available for use in any of the hotel restaurants. They tried to palm us off with either fish or curry in a separate room and it wasn’t being served until after 21:30. Travelling with children, this really isn’t a fair deal. We were then informed we had been transferred onto the 06:30 flight the following morning, I mean come on, not eating until after 21:30 with children, then trying to sort cases etc and be up for 03:30 the following morning to make the flight, absolute joke! To make things even more hilarious, my friend was travelling on the Aer Lingus flight to Glasgow around the same time we were due to fly, they were 20 mins from landing and they turned back due to a technical fault. So travelling back 40 minutes was safer than the 20 mins to Glasgow!! Clearly they don’t want to have a plane stranded in Glasgow, as it would cost more than the inconvenience to the full flight of passengers.",,Family Leisure,Economy Class,Dublin to Edinburgh,Apr-23,1,1,1,1,1,1,1,no,satisfied,Loyal Customer,33,Personal Travel,Eco,2887,0,3,0,4,3,0,3,3,1,5,3,2,4,3,31,24
236,AA,708,AUS,DFW,3,360,60,0,MnTHQV,Serge,Bendon,Male,51,China,Senanga Airport,ZM,Zambia,AF,Africa,2/13/2022,SXG,Fifi Sames,Delayed,Aer Lingus,2,"""Scam airline""",7th April 2023,TRUE,"  Scam airline. Announced 1 hour before departure that the airplane had a “technical�?problem. Though clear to us that there weren’t enough passengers. Miraculously, enough seats available on the Boston flight 2 hours later - except for the very unlucky 8 people at the end of the line, who got a hotel voucher and big sorry. Basically they are canceling transatlantic flights and stuffing other flights. ",,Family Leisure,Economy Class,Dublin to Hartford,Apr-23,1,1,1,1,1,1,1,no,satisfied,Loyal Customer,34,Personal Travel,Eco Plus,2623,0,3,0,4,1,0,2,1,2,5,3,1,3,1,0,2
237,AS,454,SEA,LAX,3,360,150,0,6DqAX8,Fernando,Stuckes,Male,61,Mali,RAF Lyneham,GB,United Kingdom,EU,Europe,8/27/2022,LYE,Sax Glasbey,Cancelled,Aer Lingus,1,"""I will never fly Aer Lingus again""",3rd April 2023,FALSE,"  I have used Aer Lingus for decades and my last 3 experiences has been extremely bad. Me and my wife flew back for a relatives funeral and upon or return Aer Lingus canceled our flight and changed our flight with out notifying us. I paid extra for a direct flight, almost double to be exact, and they forced me on a connecting flight to Hartford, Connecticut, and we had to get a bus from Hartford to Newark. I was told it was only going to take 2 hours and because it’s under a 3 hour delay they would not comp us on anything whatsoever. The supervisor at Dublin airport was not helpful, just had an attitude when I tried to explain or situation and would not give us any alternative flights. I will never fly Aer Lingus again they don’t care for customers.",,Couple Leisure,Economy Class,Dublin to Newark,Apr-23,2,1,1,1,2,1,1,no,satisfied,Loyal Customer,51,Personal Travel,Eco,979,0,3,0,4,1,3,2,3,3,0,3,2,3,2,0,0
238,AS,55,ANC,FAI,3,360,58,0,Rrgvs0,Joni,Rays,Female,18,Palestinian Territory,Hazyview Airport,ZA,South Africa,AF,Africa,7/18/2022,HZV,Vilhelmina Oag,Delayed,Aer Lingus,6,"""a low-cost basic experience""",28th February 2023,TRUE,"  There was nothing wrong with the flight itself per-se - it took off and landed on time, generally calm. Terminal 2 security at Heathrow was calm, although amenities and shops quite poor - since Boots closed, you can't buy water anywhere for less than £2 which is extortionate. Boarding felt a bit early, but we didn't take off at departure time as it was quite slow - this was because there was only one gate agent checking in everyone including premium passengers and those requiring assistance, although automatic gates were used. Seats were above average comfortable for short-haul, on the way our was old-style so more padding and quite comfortable but on the way back was slimline but fine for an hours flight time - strangely the seat pocket in front had been sewn up so no where to store small belongings, which felt a tad low-cost despite the premium prices charged for this flight. Cabin-crew weren't especially warm and friendly and seemed rather unmotivated, they did pass through the cabin quickly offering the buy-on-board snacks and drinks but no menu was offered and it was almost like it was just a formality and seemed a bit surprised or put-out that some people actually wanted any like my neighbour in my seat. Buy-on-board products didn't look good quality from looking online, felt very expensive for what they were in comparison to other carriers. My biggest issue though is Aer Lingus charge quite a premium to fly with them against the only other carrier they compete with between the two cities, so they're not anywhere near cheap - yet it feels like a low-cost basic experience. I think even a complimentary snack and some water is the least the should offer as their sister airline BA now do in short-haul economy given the premium charge. I would fly with them again only if they were the only better option as on this route.",A320,Solo Leisure,Economy Class,London Heathrow to Cork,Feb-23,4,2,1,3,,,3,no,satisfied,Loyal Customer,58,Personal Travel,Eco,622,0,3,0,4,3,1,4,1,1,0,1,3,1,3,0,0
239,AS,600,SEA,LAS,3,360,143,0,MzobWY,Cloris,Cunradi,Female,57,United Kingdom,Waterloo Regional Airport,US,United States,NAM,North America,10/13/2022,ALO,Cissy Landrieu,On Time,Aer Lingus,6,"""FAs were helpful but firm""",30th January 2023,FALSE,"  Nothing to write home about. Seats were a bit cramped, food tasted bland, no free alcoholic beverages on my flight (which I had previously assumed was standard on trans Atlantic flights but maybe I am mistaken). FAs were helpful but firm, IFE options left some to be desired. We got these tickets for ~$400 less than the closest competitor however, so I suppose we definitely got what we paid for. Dublin airport transfer was painless and second leg (Dublin to Paris) was a short breeze.",,Couple Leisure,Economy Class,Los Angeles to Paris via Dublin,Sep-22,1,3,1,3,3,,4,yes,satisfied,Loyal Customer,50,Personal Travel,Eco,1637,0,3,0,4,4,0,4,4,4,1,3,3,4,4,0,5
240,AS,62,FAI,ANC,3,360,70,0,9mjraV,Anna-maria,Voyce,Female,19,Philippines,Wilwal International Airport,ET,Ethiopia,AF,Africa,6/24/2022,JIJ,Lon Stilliard,Cancelled,Aer Lingus,1,"""So unprofessional and unethical""",9th January 2023,TRUE,"  I pay GBP412 for 4 passengers - Heathrow to Belfast - this fare includes 63 pounds for extra legroom seats and 112 pounds for 25kg checked baggage x 4. Aer Lingus can no longer provide this service - they booked us onto a British Airways flight but on the 'cheap' seats - with hand baggage only, to the value of approximately GBP150 pounds for all 4 of us. There were checked baggage options available as I asked BA and it still would have only cost 215 pounds compared to the 412 I paid Aer Lingus. Now Aer Lingus reuse to refund me the extra legroom and checked baggage fees. I have to pay again to BA to have 25kg checked baggage x 4 and extra legroom seats are now not available. They take your money, can't provide a service, refuse a reasonable request for refunds, book you on a third of the price seats/flight and pocket my change. Their terms and conditions are the seats/tickets are non refundable - I understand this however my seats / tickets with Aer Lingus are non existent so how do these rubbish non refundable terms and conditions apply to a non existent service? As you can imagine - they can't or WON'T answer that. Their email to me said an alternative flight or refund - I requested the refund and of course was ignored. So unprofessional and unethical and such poor customer service! You should be ashamed of your greedy selves.",,Couple Leisure,Economy Class,London Heathrow to Belfast,Jan-23,,,,,,,1,no,satisfied,Loyal Customer,12,Personal Travel,Eco,2465,0,3,0,4,3,3,3,3,2,1,3,4,4,3,0,0
